Document Number,Amount in local currency,Supplier,Document Type
Clearing Document 200040333,-1655.94,,
110009792,-620.33,E001364,AB
Clearing Document 200040334,-620.33,,
110009758,-145.0,E001375,AB
Clearing Document 200040335,-145.0,,
110009761,184.69,E001415,AB
110009762,-420.56,E001415,AB
110009768,247.31,E001415,AB
110009769,-227.31,E001415,AB
110009813,75.02,E001415,AB
Clearing Document 200040336,-140.85,,
110009648,-105.5,E000264,AB
Clearing Document 200040344,-105.5,,
110009810,-361.54,E001075,AB
110009811,-29.7,E001075,AB
Clearing Document 200040345,-391.24,,
110009812,-121.0,E001108,AB
Clearing Document 200040346,-121.0,,
110009814,-253.86,E001395,AB
110009815,-100.4,E001395,AB
Clearing Document 200040347,-354.26,,
110009770,-160.0,E001136,AB
Clearing Document 200040368,-160.0,,
110009841,-12.0,E000707,AB
Clearing Document 200040386,-12.0,,
110009842,-12.0,E001123,AB
Clearing Document 200040387,-12.0,,
110009860,-171.17,E001120,AB
Clearing Document 200040402,-171.17,,
110009864,-556.41,E001182,AB
Clearing Document 200040403,-556.41,,
110009822,-353.25,E000322,AB
110009823,-96.0,E000322,AB
110009824,-38.45,E000322,AB
110009825,-383.3,E000322,AB
Clearing Document 200040409,-871.0,,
110009836,-435.88,E001360,AB
Clearing Document 200040410,-435.88,,
110009835,-552.3,E001433,AB
Clearing Document 200040411,-552.3,,
110009830,-340.67,E001434,AB
Clearing Document 200040412,-340.67,,
110009826,-65.3,E001500,AB
110009827,-91.3,E001500,AB
Clearing Document 200040413,-156.6,,
110009828,-33.0,E001557,AB
Clearing Document 200040414,-33.0,,
110009872,-617.5,E000321,AB
110009873,-475.73,E000321,AB
110009874,-204.4,E000321,AB
110009875,-408.0,E000321,AB
110009876,-158.9,E000321,AB
110009877,-326.0,E000321,AB
110009878,-235.0,E000321,AB
Clearing Document 200040423,-2425.53,,
110009869,-358.67,E000967,AB
Clearing Document 200040424,-358.67,,
110009871,-403.8,E001048,AB
Clearing Document 200040425,-403.8,,
110009856,-224.1,E001115,AB
110009857,-300.0,E001115,AB
110009858,-235.0,E001115,AB
110009859,-410.0,E001115,AB
Clearing Document 200040427,-1169.1,,
110009870,-326.0,E001315,AB
Clearing Document 200040428,-326.0,,
110009862,17.5,E001404,AB
110009865,-147.5,E001404,AB
110009866,-263.2,E001404,AB
110009867,-27.5,E001404,AB
Clearing Document 200040429,-420.7,,
110009895,-477.0,E001120,AB
Clearing Document 200040430,-477.0,,
110009849,-42.7,E001363,AB
Clearing Document 200040458,-42.7,,
110009880,-1015.0,E001500,AB
Clearing Document 200040468,-1015.0,,
110009902,-62.8,E001159,AB
Clearing Document 200040470,-62.8,,
110009907,-330.0,E001160,AB
Clearing Document 200040471,-330.0,,
110009903,-33.0,E001314,AB
Clearing Document 200040472,-33.0,,
110009904,-459.09,E001451,AB
Clearing Document 200040473,-459.09,,
110009905,-785.85,E001492,AB
Clearing Document 200040474,-785.85,,
110009908,-330.0,E001494,AB
Clearing Document 200040475,-330.0,,
110009906,-230.0,E001555,AB
Clearing Document 200040476,-230.0,,
110009892,-800.0,E000306,AB
Clearing Document 200040484,-800.0,,
110009887,-350.0,E000308,AB
Clearing Document 200040485,-350.0,,
110009890,-800.0,E000682,AB
Clearing Document 200040486,-800.0,,
110009891,-800.0,E000731,AB
Clearing Document 200040487,-800.0,,
110009893,-600.0,E000958,AB
Clearing Document 200040488,-600.0,,
110009888,-600.0,E001054,AB
Clearing Document 200040489,-600.0,,
110009889,-550.0,E001198,AB
Clearing Document 200040490,-550.0,,
110009909,-188.85,E000529,AB
Clearing Document 200040835,-188.85,,
110009912,-879.94,E001548,AB
Clearing Document 200040837,-879.94,,
110009932,-466.0,E000479,AB
Clearing Document 200040867,-466.0,,
110009933,-487.9,E000763,AB
Clearing Document 200040869,-487.9,,
110009934,-315.0,E001423,AB
Clearing Document 200040870,-315.0,,
110009898,-308.5,E001104,AB
Clearing Document 200040888,-308.5,,
110009897,-124.0,E001214,AB
Clearing Document 200040889,-124.0,,
110009899,-1421.6,E001220,AB
110009900,-215.0,E001220,AB
Clearing Document 200040890,-1636.6,,
110009896,-24.0,E001546,AB
Clearing Document 200040892,-24.0,,
110009935,-1216.5,E001423,AB
Clearing Document 200040939,-1216.5,,
110009939,-504.0,E001540,AB
110009941,-300.0,E001540,AB
Clearing Document 200040940,-804.0,,
110009884,-246.0,E001118,AB
110009885,-524.0,E001118,AB
110009886,-572.0,E001118,AB
Clearing Document 200040966,-1342.0,,
110009960,-889.61,E001160,AB
Clearing Document 200040978,-889.61,,
110009966,-579.58,E000447,AB
Clearing Document 200040980,-579.58,,
110009942,-309.7,E000489,AB
Clearing Document 200040981,-309.7,,
110009968,-523.0,E000503,AB
Clearing Document 200040982,-523.0,,
110009967,-553.0,E001494,AB
Clearing Document 200040983,-553.0,,
110009931,-237.5,E001148,AB
Clearing Document 200041036,-237.5,,
110009928,-152.15,E000803,AB
110009929,-299.33,E000803,AB
110009930,-467.05,E000803,AB
Clearing Document 200041037,-918.53,,
110009940,-817.59,E001518,AB
Clearing Document 200041063,-817.59,,
110009946,-22.5,E000763,AB
Clearing Document 200041067,-22.5,,
110009961,-35.0,E001135,AB
Clearing Document 200041068,-35.0,,
110009969,-572.0,E001476,AB
110009970,-497.0,E001476,AB
110009971,-367.1,E001476,AB
Clearing Document 200041071,-1436.1,,
110009953,-165.0,E000510,AB
Clearing Document 200041072,-165.0,,
110009951,-165.0,E001105,AB
Clearing Document 200041073,-165.0,,
110009952,-165.0,E001343,AB
110009958,-440.0,E001343,AB
Clearing Document 200041074,-605.0,,
110009949,-165.0,E001346,AB
Clearing Document 200041075,-165.0,,
110009950,-165.0,E001526,AB
Clearing Document 200041076,-165.0,,
110009945,-165.0,E000982,AB
Clearing Document 200041077,-165.0,,
110009944,-165.0,E001088,AB
Clearing Document 200041078,-165.0,,
110009947,-165.0,E001232,AB
Clearing Document 200041079,-165.0,,
110009948,-165.0,E001332,AB
Clearing Document 200041080,-165.0,,
110009954,-165.0,E001502,AB
110009963,-250.0,E001502,AB
Clearing Document 200041081,-415.0,,
110009956,-150.0,E000093,AB
Clearing Document 200041082,-150.0,,
110009959,-440.0,E000491,AB
Clearing Document 200041083,-440.0,,
110009957,-150.0,E001070,AB
Clearing Document 200041084,-150.0,,
110009962,-440.0,E001335,AB
Clearing Document 200041085,-440.0,,
110009955,-165.0,E001437,AB
Clearing Document 200041086,-165.0,,
110009943,-165.0,E001236,AB
Clearing Document 200041087,-165.0,,
110009868,-235.0,E001080,AB
Clearing Document 200041089,-235.0,,
110009831,-808.45,E000263,AB
Clearing Document 200041107,-808.45,,
110009832,-54.0,E000442,AB
110009833,-244.33,E000442,AB
110009834,-141.53,E000442,AB
Clearing Document 200041108,-439.86,,
110009837,-276.7,E000651,AB
110009838,-54.4,E000651,AB
110009839,-92.7,E000651,AB
Clearing Document 200041109,-423.8,,
110009840,-100.4,E001090,AB
Clearing Document 200041110,-100.4,,
110009829,-170.0,E001256,AB
Clearing Document 200041111,-170.0,,
110010002,-300.0,E001416,AB
Clearing Document 200041112,-300.0,,
110009654,-499.0,E000279,AB
110009655,-861.38,E000279,AB
Clearing Document 200041113,-1360.38,,
110009995,-388.7,E000414,AB
Clearing Document 200041173,-388.7,,
110009989,-675.3,E001303,AB
110009990,-33.0,E001303,AB
110009991,-27.0,E001303,AB
Clearing Document 200041174,-735.3,,
110009996,-300.85,E000179,AB
Clearing Document 200041175,-300.85,,
110009994,-327.5,E000601,AB
Clearing Document 200041176,-327.5,,
110009993,-362.5,E000570,AB
Clearing Document 200041177,-362.5,,
110009992,-95.4,E000166,AB
Clearing Document 200041178,-95.4,,
110009988,-334.5,E000167,AB
Clearing Document 200041179,-334.5,,
110009998,-219.5,E000244,AB
110009999,-334.5,E000244,AB
Clearing Document 200041180,-554.0,,
110009284,-485.49,E000558,AB
110009288,485.49,E000558,AB
Clearing Document 200041185,0.0,,
110009975,-256.21,E001308,AB
Clearing Document 200041208,-256.21,,
110009977,-494.93,E001547,AB
Clearing Document 200041209,-494.93,,
110009978,-252.4,E001547,AB
Clearing Document 200041210,-252.4,,
110010018,-121.13,E000241,AB
Clearing Document 200041242,-121.13,,
110010000,-252.0,E000264,AB
110010001,-295.36,E000264,AB
Clearing Document 200041243,-547.36,,
110010019,-1.2,E000334,AB
Clearing Document 200041244,-1.2,,
110010012,-0.13,E000767,AB
Clearing Document 200041245,-0.13,,
110010014,-1.2,E000777,AB
Clearing Document 200041246,-1.2,,
110010009,-203.0,E000806,AB
110010010,-121.13,E000806,AB
Clearing Document 200041247,-324.13,,
110010005,-65.5,E000944,AB
Clearing Document 200041248,-65.5,,
110010008,-122.26,E001069,AB
Clearing Document 200041249,-122.26,,
110009997,-314.64,E001111,AB
Clearing Document 200041250,-314.64,,
110010027,-7.26,E001142,AB
Clearing Document 200041251,-7.26,,
110010015,-47.8,E001207,AB
Clearing Document 200041252,-47.8,,
110010025,-121.13,E001371,AB
Clearing Document 200041253,-121.13,,
110010028,-242.26,E001389,AB
Clearing Document 200041254,-242.26,,
110010065,-400.0,E001307,AB
Clearing Document 200041288,-400.0,,
110010064,-400.0,E001425,AB
Clearing Document 200041289,-400.0,,
110009965,-128.99,E001077,AB
Clearing Document 200041298,-128.99,,
110009964,-225.8,E001034,AB
Clearing Document 200041299,-225.8,,
110009777,-174.66,E001189,AB
Clearing Document 200041302,-174.66,,
110010080,-1075.0,E001179,AB
Clearing Document 200041307,-1075.0,,
110010066,-1182.5,E001425,AB
Clearing Document 200041310,-1182.5,,
110010020,-1045.4,E000466,AB
Clearing Document 200041313,-1045.4,,
110010021,-49.5,E001523,AB
Clearing Document 200041314,-49.5,,
110010003,-485.49,E000558,AB
Clearing Document 200041349,-485.49,,
110010004,-641.35,E001392,AB
Clearing Document 200041350,-641.35,,
110010060,-50.0,E000445,AB
Clearing Document 200041357,-50.0,,
110010038,-243.25,E000572,AB
Clearing Document 200041358,-243.25,,
110010034,-544.46,E000620,AB
110010035,-328.0,E000620,AB
110010036,-254.86,E000620,AB
Clearing Document 200041359,-1127.32,,
110010045,-138.99,E000706,AB
110010046,-30.6,E000706,AB
Clearing Document 200041360,-169.59,,
110010059,-540.0,E000841,AB
Clearing Document 200041361,-540.0,,
110010052,-589.93,E000935,AB
Clearing Document 200041362,-589.93,,
110010047,-254.53,E001127,AB
Clearing Document 200041363,-254.53,,
110010043,-221.52,E001145,AB
Clearing Document 200041364,-221.52,,
110010037,-191.33,E001166,AB
Clearing Document 200041365,-191.33,,
110010041,-253.87,E001200,AB
Clearing Document 200041366,-253.87,,
110010039,-190.56,E001250,AB
110010040,-366.8,E001250,AB
Clearing Document 200041367,-557.36,,
110010042,-194.16,E001267,AB
Clearing Document 200041368,-194.16,,
110010055,-44.2,E001420,AB
110010056,-64.6,E001420,AB
110010057,-52.7,E001420,AB
110010058,-47.75,E001420,AB
Clearing Document 200041369,-209.25,,
110010051,-550.7,E001520,AB
Clearing Document 200041370,-550.7,,
110010044,-185.71,E001542,AB
Clearing Document 200041371,-185.71,,
110010093,-177.85,E000731,AB
Clearing Document 200041372,-177.85,,
110010091,-474.98,E001197,AB
Clearing Document 200041373,-474.98,,
110010101,-760.7,E001247,AB
Clearing Document 200041390,-760.7,,
110009881,122.5,E001018,AB
110010087,-426.19,E001018,AB
110010088,-142.5,E001018,AB
Clearing Document 200041398,-446.19,,
110010113,-633.0,E001221,AB
Clearing Document 200041417,-633.0,,
110010114,-687.12,E001228,AB
Clearing Document 200041418,-687.12,,
110010111,-224.0,E000264,AB
110010112,-208.0,E000264,AB
Clearing Document 200041420,-432.0,,
110010054,-22.5,E000276,AB
110010083,-56.96,E000276,AB
Clearing Document 200041421,-79.46,,
110010115,-204.0,E000388,AB
Clearing Document 200041422,-204.0,,
110010084,-185.0,E000462,AB
110010085,-134.0,E000462,AB
110010086,-864.0,E000462,AB
Clearing Document 200041423,-1183.0,,
110010069,-275.58,E000649,AB
Clearing Document 200041424,-275.58,,
110010155,-286.0,E000719,AB
110010156,-270.0,E000719,AB
Clearing Document 200041425,-556.0,,
110010120,-34.65,E000881,AB
Clearing Document 200041426,-34.65,,
110010154,-142.8,E000965,AB
Clearing Document 200041427,-142.8,,
110010079,-335.28,E001356,AB
Clearing Document 200041428,-335.28,,
110010117,-7.26,E001365,AB
Clearing Document 200041429,-7.26,,
110010067,-48.45,E001414,AB
Clearing Document 200041430,-48.45,,
110010092,-1147.13,E001420,AB
110010097,-216.58,E001420,AB
Clearing Document 200041431,-1363.71,,
110010070,-59.5,E001436,AB
110010071,-59.5,E001436,AB
110010072,-59.5,E001436,AB
110010073,-119.0,E001436,AB
110010074,-119.0,E001436,AB
110010075,-53.5,E001436,AB
110010076,-52.5,E001436,AB
110010077,-105.0,E001436,AB
110010078,-285.0,E001436,AB
Clearing Document 200041432,-912.5,,
110010118,-90.0,E001437,AB
Clearing Document 200041451,-90.0,,
110010186,-800.0,E001228,AB
Clearing Document 200041464,-800.0,,
110010122,-977.5,E001050,AB
Clearing Document 200041466,-977.5,,
110010133,-195.9,E001096,AB
110010134,-147.5,E001096,AB
110010135,-137.0,E001096,AB
110010136,-399.0,E001096,AB
110010139,-557.5,E001096,AB
Clearing Document 200041468,-1436.9,,
110010128,-352.0,E001036,AB
110010129,-728.75,E001036,AB
Clearing Document 200041469,-1080.75,,
110010127,-424.8,E000239,AB
Clearing Document 200041470,-424.8,,
110010124,-293.5,E001270,AB
Clearing Document 200041471,-293.5,,
110010123,-293.5,E000165,AB
Clearing Document 200041472,-293.5,,
110010188,-150.5,E001549,AB
Clearing Document 200041499,-150.5,,
110010176,-779.28,E001182,AB
Clearing Document 200041500,-779.28,,
110010168,-159.0,E001540,AB
Clearing Document 200041508,-159.0,,
110010159,-72.27,E001077,AB
Clearing Document 200041512,-72.27,,
110010187,-1139.5,E000444,AB
Clearing Document 200041517,-1139.5,,
110010183,-296.02,E001205,AB
Clearing Document 200041518,-296.02,,
110010181,-458.45,E001508,AB
Clearing Document 200041519,-458.45,,
110010150,-309.4,E000679,AB
Clearing Document 200041521,-309.4,,
110010149,-73.3,E000730,AB
Clearing Document 200041522,-73.3,,
110010179,-350.0,E001399,AB
Clearing Document 200041524,-350.0,,
110010144,-180.5,E000225,AB
110010145,-24.0,E000225,AB
Clearing Document 200041606,-204.5,,
110010143,-181.0,E000641,AB
Clearing Document 200041607,-181.0,,
110010146,-24.0,E000945,AB
110010147,-124.0,E000945,AB
110010148,-36.0,E000945,AB
Clearing Document 200041608,-184.0,,
110010138,-1080.98,E001009,AB
Clearing Document 200041609,-1080.98,,
110010142,-180.5,E001144,AB
Clearing Document 200041610,-180.5,,
110010141,-181.0,E001178,AB
Clearing Document 200041611,-181.0,,
110010191,-1276.32,E000143,AB
Clearing Document 200041678,-1276.32,,
110010190,-1448.42,E000146,AB
Clearing Document 200041679,-1448.42,,
110010220,-226.0,E000411,AB
110010221,-592.84,E000411,AB
110010228,-360.7,E000411,AB
Clearing Document 200041680,-1179.54,,
110010230,-185.5,E000490,AB
Clearing Document 200041681,-185.5,,
110010197,-684.23,E000769,AB
Clearing Document 200041682,-684.23,,
110010231,-540.0,E000923,AB
Clearing Document 200041683,-540.0,,
110010246,-36.2,E001416,AB
Clearing Document 200041684,-36.2,,
110010158,-466.11,E000231,AB
Clearing Document 200041690,-466.11,,
110010177,-133.64,E000553,AB
Clearing Document 200041691,-133.64,,
110010160,-189.06,E000563,AB
Clearing Document 200041692,-189.06,,
110010169,-750.2,E000654,AB
110010170,-822.22,E000654,AB
110010171,-1379.21,E000654,AB
110010172,-930.2,E000654,AB
110010173,-1915.28,E000654,AB
Clearing Document 200041693,-5797.11,,
110010162,-7.26,E000971,AB
Clearing Document 200041694,-7.26,,
110010165,-220.12,E000996,AB
110010180,-195.21,E000996,AB
Clearing Document 200041695,-415.33,,
110010161,-331.0,E001004,AB
Clearing Document 200041696,-331.0,,
110010174,-336.56,E001110,AB
110010175,-302.74,E001110,AB
Clearing Document 200041697,-639.3,,
110010185,-57.2,E001155,AB
Clearing Document 200041698,-57.2,,
110010167,-215.01,E001357,AB
Clearing Document 200041699,-215.01,,
110010166,-277.6,E001364,AB
Clearing Document 200041700,-277.6,,
110010164,-31.0,E001367,AB
Clearing Document 200041701,-31.0,,
110010184,-58.9,E001395,AB
Clearing Document 200041702,-58.9,,
110010163,-117.13,E001506,AB
Clearing Document 200041703,-117.13,,
110010225,-202.4,E000168,AB
Clearing Document 200041704,-202.4,,
110010199,-471.65,E000200,AB
Clearing Document 200041705,-471.65,,
110009798,-896.4,E000398,AB
110009799,-165.0,E000398,AB
110010207,-166.0,E000398,AB
110010208,-144.0,E000398,AB
110010209,-123.0,E000398,AB
110010210,-278.4,E000398,AB
110010212,-246.76,E000398,AB
Clearing Document 200041706,-2019.56,,
110010195,-133.27,E000437,AB
Clearing Document 200041707,-133.27,,
110010226,-581.45,E000566,AB
110010227,-376.25,E000566,AB
Clearing Document 200041708,-957.7,,
110010216,-237.69,E001075,AB
Clearing Document 200041709,-237.69,,
110010229,-110.03,E001185,AB
Clearing Document 200041710,-110.03,,
110010217,-229.14,E001381,AB
Clearing Document 200041711,-229.14,,
110010192,-391.1,E000793,AB
Clearing Document 200041749,-391.1,,
110010222,-388.5,E000222,AB
Clearing Document 200041754,-388.5,,
110010255,-300.0,E001181,AB
Clearing Document 200041799,-300.0,,
110010022,-532.38,E000967,AB
110010023,-158.92,E000967,AB
Clearing Document 200041836,-691.3,,
110010106,-168.0,E000611,AB
Clearing Document 200042742,-168.0,,
110010107,-535.64,E000626,AB
Clearing Document 200042744,-535.64,,
110010253,-250.0,E000430,AB
Clearing Document 200042817,-250.0,,
110010254,-250.0,E001107,AB
Clearing Document 200042818,-250.0,,
110010236,-16.0,E000867,AB
110010238,-108.4,E000867,AB
Clearing Document 200042853,-124.4,,
110010218,-91.4,E000913,AB
110010219,-91.4,E000913,AB
Clearing Document 200042854,-182.8,,
110010234,-36.0,E000924,AB
Clearing Document 200042855,-36.0,,
110010223,-329.25,E001175,AB
Clearing Document 200042856,-329.25,,
110010224,-36.0,E001247,AB
Clearing Document 200042857,-36.0,,
